tanggal,jam,uniqueId,diggCount,text,cleaning,case_folding,normalisasi,tokenize,stopword removal,stemming_data
2025-04-28,23:03:52,cha1163,6,"tolong ini aku setuju banget😭
pusing banget liat org banyak anak
mana miskin lagi
(soalnya mak ku juga gitu) 😭😭😭😭","tolong ini aku setuju banget
pusing banget liat org banyak anak
mana miskin lagi
soalnya mak ku juga gitu ","tolong ini aku setuju banget
pusing banget liat org banyak anak
mana miskin lagi
soalnya mak ku juga gitu ",tolong ini aku setuju banget pusing banget lihat orang banyak anak mana miskin lagi soalnya mak ku juga begitu,"['tolong', 'ini', 'aku', 'setuju', 'banget', 'pusing', 'banget', 'lihat', 'orang', 'banyak', 'anak', 'mana', 'miskin', 'lagi', 'soalnya', 'mak', 'ku', 'juga', 'begitu']","['tolong', 'setuju', 'banget', 'pusing', 'banget', 'lihat', 'orang', 'anak', 'miskin', 'mak', 'ku']",tolong tuju banget pusing banget lihat orang anak miskin mak ku
2025-04-29,06:11:03,rhyying.unonongo,47,"aku dukung kb😅..
kebanyakan ortu punya anak bnyk cmn 1 aja yg di sayang
yg laen di abaikan
ada yg di suruh kerja di usia dini
ada yg di suruh jga adek2 yg masih kecil pdahal si kka jga masih kecil🥺","aku dukung kb
kebanyakan ortu punya anak bnyk cmn  aja yg di sayang
yg laen di abaikan
ada yg di suruh kerja di usia dini
ada yg di suruh jga adek yg masih kecil pdahal si kka jga masih kecil","aku dukung kb
kebanyakan ortu punya anak bnyk cmn  aja yg di sayang
yg laen di abaikan
ada yg di suruh kerja di usia dini
ada yg di suruh jga adek yg masih kecil pdahal si kka jga masih kecil",aku dukung kb kebanyakan punya anak banyak cuman saja yang di sayang yang lain di abaikan ada yang di suruh kerja di usia dini ada yang di suruh juga adek yang masih kecil padahal sih kakak juga masih kecil,"['aku', 'dukung', 'kb', 'kebanyakan', 'punya', 'anak', 'banyak', 'cuman', 'saja', 'yang', 'di', 'sayang', 'yang', 'lain', 'di', 'abaikan', 'ada', 'yang', 'di', 'suruh', 'kerja', 'di', 'usia', 'dini', 'ada', 'yang', 'di', 'suruh', 'juga', 'adek', 'yang', 'masih', 'kecil', 'padahal', 'sih', 'kakak', 'juga', 'masih', 'kecil']","['dukung', 'kb', 'kebanyakan', 'anak', 'cuman', 'sayang', 'abaikan', 'suruh', 'kerja', 'usia', 'suruh', 'adek', 'sih', 'kakak']",dukung kb banyak anak cuman sayang abai suruh kerja usia suruh adek sih kakak
2025-04-29,05:51:36,spaceeooddity,11,In this economy klo MISKIN masih pengen punya anak BANYAK is a crime,In this economy klo MISKIN masih pengen punya anak BANYAK is a crime,in this economy klo miskin masih pengen punya anak banyak is a crime,ini this economy kalau miskin masih pengin punya anak banyak is a crime,"['ini', 'this', 'economy', 'kalau', 'miskin', 'masih', 'pengin', 'punya', 'anak', 'banyak', 'is', 'a', 'crime']","['this', 'economy', 'miskin', 'pengin', 'anak', 'is', 'a', 'crime']",this economy miskin pengin anak is a crime
2025-04-29,03:47:01,lightverain,7,"Pak dedi ini kebijakan nya nantangin tapi tujuan nya emang baik, diliat dari jumlah anak terlantar aja udah jelas banget KB dibutuhkan",Pak dedi ini kebijakan nya nantangin tapi tujuan nya emang baik diliat dari jumlah anak terlantar aja udah jelas banget KB dibutuhkan,pak dedi ini kebijakan nya nantangin tapi tujuan nya emang baik diliat dari jumlah anak terlantar aja udah jelas banget kb dibutuhkan,pak dedi ini kebijakan ya menantang tapi tujuan ya memang baik dilihat dari jumlah anak terlantar saja sudah jelas banget kb dibutuhkan,"['pak', 'dedi', 'ini', 'kebijakan', 'ya', 'menantang', 'tapi', 'tujuan', 'ya', 'memang', 'baik', 'dilihat', 'dari', 'jumlah', 'anak', 'terlantar', 'saja', 'sudah', 'jelas', 'banget', 'kb', 'dibutuhkan']","['dedi', 'kebijakan', 'ya', 'menantang', 'tujuan', 'ya', 'anak', 'terlantar', 'banget', 'kb', 'dibutuhkan']",dedi bijak ya tantang tuju ya anak lantar banget kb butuh
2025-04-29,01:06:36,prdnharuno,26,"keren tau pemikiran bapa ini . soalnya banyak orang"" susah tapi banyak anak ngeluhnya nyalahin pemerintah 🫠 gaya hidup luar biasaa pdhl rmh ngontrak",keren tau pemikiran bapa ini  soalnya banyak orang susah tapi banyak anak ngeluhnya nyalahin pemerintah  gaya hidup luar biasaa pdhl rmh ngontrak,keren tau pemikiran bapa ini  soalnya banyak orang susah tapi banyak anak ngeluhnya nyalahin pemerintah  gaya hidup luar biasaa pdhl rmh ngontrak,keren tau pemikiran bapa ini soalnya banyak orang susah tapi banyak anak ngeluhnya menyalahkan pemerintah gaya hidup luar biasa padahal rumah ngontrak,"['keren', 'tau', 'pemikiran', 'bapa', 'ini', 'soalnya', 'banyak', 'orang', 'susah', 'tapi', 'banyak', 'anak', 'ngeluhnya', 'menyalahkan', 'pemerintah', 'gaya', 'hidup', 'luar', 'biasa', 'padahal', 'rumah', 'ngontrak']","['keren', 'tau', 'pemikiran', 'bapa', 'orang', 'susah', 'anak', 'ngeluhnya', 'menyalahkan', 'pemerintah', 'gaya', 'hidup', 'rumah', 'ngontrak']",keren tau pikir bapa orang susah anak ngeluhnya salah perintah gaya hidup rumah ngontrak
2025-04-30,06:30:21,nisgiit_,31,"setidaknya beliau mikir pake logika.. krn banyak org miskin yg kerjaan nya bikin anak mulu smpe bisa bikin kesebelasan.. anak memang rejeki, tapi sadar diri juga perlu",setidaknya beliau mikir pake logika krn banyak org miskin yg kerjaan nya bikin anak mulu smpe bisa bikin kesebelasan anak memang rejeki tapi sadar diri juga perlu,setidaknya beliau mikir pake logika krn banyak org miskin yg kerjaan nya bikin anak mulu smpe bisa bikin kesebelasan anak memang rejeki tapi sadar diri juga perlu,setidaknya beliau mikir pakai logika karena banyak orang miskin yang pekerjaan ya bikin anak mulu sampai bisa bikin kesebelasan anak memang rejeki tapi sadar diri juga perlu,"['setidaknya', 'beliau', 'mikir', 'pakai', 'logika', 'karena', 'banyak', 'orang', 'miskin', 'yang', 'pekerjaan', 'ya', 'bikin', 'anak', 'mulu', 'sampai', 'bisa', 'bikin', 'kesebelasan', 'anak', 'memang', 'rejeki', 'tapi', 'sadar', 'diri', 'juga', 'perlu']","['beliau', 'mikir', 'pakai', 'logika', 'orang', 'miskin', 'pekerjaan', 'ya', 'bikin', 'anak', 'mulu', 'bikin', 'kesebelasan', 'anak', 'rejeki', 'sadar']",beliau mikir pakai logika orang miskin kerja ya bikin anak mulu bikin sebelas anak rejeki sadar
2025-04-29,02:47:16,hanifalayyubi_,65,"andikan gubernur jatim kayak gini, sungkem dulu gk sih, sehat2 kang 👏",andikan gubernur jatim kayak gini sungkem dulu gk sih sehat kang ,andikan gubernur jatim kayak gini sungkem dulu gk sih sehat kang ,andikan gubernur jatim kayak begini sungkem dulu tidak sih sehat kang,"['andikan', 'gubernur', 'jatim', 'kayak', 'begini', 'sungkem', 'dulu', 'tidak', 'sih', 'sehat', 'kang']","['andikan', 'gubernur', 'jatim', 'kayak', 'sungkem', 'sih', 'sehat', 'kang']",andikan gubernur jatim kayak sungkem sih sehat kang
2025-04-29,02:12:41,deditaaa,9,"GOOOKKSSSS, TOLONG PERIODE Selanjutnya KDM jadi Gubernur Jakarta aja. Capeeekk banget",GOOOKKSSSS TOLONG PERIODE Selanjutnya KDM jadi Gubernur Jakarta aja Capeeekk banget,goookkssss tolong periode selanjutnya kdm jadi gubernur jakarta aja capeeekk banget,goookkssss tolong periode selanjutnya kdm jadi gubernur jakarta saja capeeekk banget,"['goookkssss', 'tolong', 'periode', 'selanjutnya', 'kdm', 'jadi', 'gubernur', 'jakarta', 'saja', 'capeeekk', 'banget']","['goookkssss', 'tolong', 'periode', 'kdm', 'gubernur', 'jakarta', 'capeeekk', 'banget']",goookkssss tolong periode kdm gubernur jakarta capeeekk banget
2025-05-02,19:11:40,orang.tidak.di.ke1096,16,program kek di cina,program kek di cina,program kek di cina,program kayak di cina,"['program', 'kayak', 'di', 'cina']","['program', 'kayak', 'cina']",program kayak cina
2025-05-02,22:51:38,yaniwulan400,6,setujuuuuuuuu bangetttt,setujuuuuuuuu bangetttt,setujuuuuuuuu bangetttt,setujuuuuuuuu banget,"['setujuuuuuuuu', 'banget']","['setujuuuuuuuu', 'banget']",setujuuuuuuuu banget
2025-05-04,06:45:05,ayy23ku,7,Program ini udh ada disekolah SMA swasta anak saya👍🏻👍🏻,Program ini udh ada disekolah SMA swasta anak saya,program ini udh ada disekolah sma swasta anak saya,program ini sudah ada disekolah sama swasta anak saya,"['program', 'ini', 'sudah', 'ada', 'disekolah', 'sama', 'swasta', 'anak', 'saya']","['program', 'disekolah', 'swasta', 'anak']",program seko swasta anak
2025-05-02,16:09:44,yuli18548,14,aku heran Ada yg ga suka program ini...Mala dibilang kembalikan anak2 biar di didik orang tuanya ..,aku heran Ada yg ga suka program iniMala dibilang kembalikan anak biar di didik orang tuanya ,aku heran ada yg ga suka program inimala dibilang kembalikan anak biar di didik orang tuanya ,aku heran ada yang tidak suka program inimala dibilang kembalikan anak biar di didik orang tuanya,"['aku', 'heran', 'ada', 'yang', 'tidak', 'suka', 'program', 'inimala', 'dibilang', 'kembalikan', 'anak', 'biar', 'di', 'didik', 'orang', 'tuanya']","['heran', 'suka', 'program', 'inimala', 'dibilang', 'kembalikan', 'anak', 'biar', 'didik', 'orang', 'tuanya']",heran suka program inimala bilang kembali anak biar didik orang tua
2025-05-04,06:36:04,adellia1304,6,setuju tolong jemput anak sya juga y.,setuju tolong jemput anak sya juga y,setuju tolong jemput anak sya juga y,setuju tolong jemput anak saya juga ya,"['setuju', 'tolong', 'jemput', 'anak', 'saya', 'juga', 'ya']","['setuju', 'tolong', 'jemput', 'anak', 'ya']",tuju tolong jemput anak ya
2025-05-02,23:38:11,dendiewiranto182,136,"sebetulnya ini program dan ide nya pak Anies.
tetapi di ambil alih sama pak dedy","sebetulnya ini program dan ide nya pak Anies
tetapi di ambil alih sama pak dedy","sebetulnya ini program dan ide nya pak anies
tetapi di ambil alih sama pak dedy",sebetulnya ini program dan ide ya pak anies tetapi di ambil alih sama pak dedy,"['sebetulnya', 'ini', 'program', 'dan', 'ide', 'ya', 'pak', 'anies', 'tetapi', 'di', 'ambil', 'alih', 'sama', 'pak', 'dedy']","['program', 'ide', 'ya', 'anies', 'ambil', 'alih', 'dedy']",program ide ya anies ambil alih dedy
2025-05-03,05:54:37,rachmathidayat946,8,sebener nya program nya sudah ada di sekolah smk penerbanggan dan pelayaran,sebener nya program nya sudah ada di sekolah smk penerbanggan dan pelayaran,sebener nya program nya sudah ada di sekolah smk penerbanggan dan pelayaran,sebener ya program ya sudah ada di sekolah smk penerbanggan dan pelayaran,"['sebener', 'ya', 'program', 'ya', 'sudah', 'ada', 'di', 'sekolah', 'smk', 'penerbanggan', 'dan', 'pelayaran']","['sebener', 'ya', 'program', 'ya', 'sekolah', 'smk', 'penerbanggan', 'pelayaran']",sebener ya program ya sekolah smk banggan layar
2025-05-11,12:58:27,robi_ysyh,6,"Kang dedi + abah anis, menuju indonesia bangkit, emas 👍🏻👍🏻",Kang dedi  abah anis menuju indonesia bangkit emas ,kang dedi  abah anis menuju indonesia bangkit emas ,kang dedi abah anis menuju indonesia bangkit emas,"['kang', 'dedi', 'abah', 'anis', 'menuju', 'indonesia', 'bangkit', 'emas']","['kang', 'dedi', 'abah', 'anis', 'indonesia', 'bangkit', 'emas']",kang dedi abah anis indonesia bangkit emas
2025-05-02,22:42:20,zabrann342,26,nggak gua GK setuju bang kalo yg main ml masuk ke barak militer,nggak gua GK setuju bang kalo yg main ml masuk ke barak militer,nggak gua gk setuju bang kalo yg main ml masuk ke barak militer,tidak gua tidak setuju abang kalau yang main ml masuk ke barak militer,"['tidak', 'gua', 'tidak', 'setuju', 'abang', 'kalau', 'yang', 'main', 'ml', 'masuk', 'ke', 'barak', 'militer']","['gua', 'setuju', 'abang', 'main', 'ml', 'masuk', 'barak', 'militer']",gua tuju abang main ml masuk barak militer
2025-04-29,02:35:09,dinadinadinaa16,5,"beruntung sekali jawa barat bisa dapat gubernur secerdas ini, jujur aku iri😭",beruntung sekali jawa barat bisa dapat gubernur secerdas ini jujur aku iri,beruntung sekali jawa barat bisa dapat gubernur secerdas ini jujur aku iri,beruntung sekali jawa barat bisa dapat gubernur secerdas ini jujur aku iri,"['beruntung', 'sekali', 'jawa', 'barat', 'bisa', 'dapat', 'gubernur', 'secerdas', 'ini', 'jujur', 'aku', 'iri']","['beruntung', 'jawa', 'barat', 'gubernur', 'secerdas', 'jujur', 'iri']",untung jawa barat gubernur cerdas jujur iri
2025-04-29,06:16:25,bamjs23,6,"Heh kalian yg GAK SETUJU MIKIR, gw anak ke 10 dari 11 bersaudara SETUJU kalau jumlah anak harus dibatasi KARENA BAKAL JADI BEBAN EKONOMI FAHAM?",Heh kalian yg GAK SETUJU MIKIR gw anak ke  dari  bersaudara SETUJU kalau jumlah anak harus dibatasi KARENA BAKAL JADI BEBAN EKONOMI FAHAM,heh kalian yg gak setuju mikir gw anak ke  dari  bersaudara setuju kalau jumlah anak harus dibatasi karena bakal jadi beban ekonomi faham,heh kalian yang tidak setuju mikir gue anak ke dari bersaudara setuju kalau jumlah anak harus dibatasi karena bakal jadi beban ekonomi faham,"['heh', 'kalian', 'yang', 'tidak', 'setuju', 'mikir', 'gue', 'anak', 'ke', 'dari', 'bersaudara', 'setuju', 'kalau', 'jumlah', 'anak', 'harus', 'dibatasi', 'karena', 'bakal', 'jadi', 'beban', 'ekonomi', 'faham']","['heh', 'setuju', 'mikir', 'gue', 'anak', 'bersaudara', 'setuju', 'anak', 'dibatasi', 'beban', 'ekonomi', 'faham']",heh tuju mikir gue anak saudara tuju anak batas beban ekonomi faham
2025-04-29,02:44:42,chocooohazelll,6,"bolehh ni bagus, krn kbykn org kelas menengah kebawah tu beranak mlu tanpa mikir masadepan anakny ditengah kondsisi ekonominya",bolehh ni bagus krn kbykn org kelas menengah kebawah tu beranak mlu tanpa mikir masadepan anakny ditengah kondsisi ekonominya,bolehh ni bagus krn kbykn org kelas menengah kebawah tu beranak mlu tanpa mikir masadepan anakny ditengah kondsisi ekonominya,bolehh nih bagus karena kbykn orang kelas menengah kebawah itu beranak melulu tanpa mikir masadepan anaknya ditengah kondsisi ekonominya,"['bolehh', 'nih', 'bagus', 'karena', 'kbykn', 'orang', 'kelas', 'menengah', 'kebawah', 'itu', 'beranak', 'melulu', 'tanpa', 'mikir', 'masadepan', 'anaknya', 'ditengah', 'kondsisi', 'ekonominya']","['bolehh', 'nih', 'bagus', 'kbykn', 'orang', 'kelas', 'menengah', 'kebawah', 'beranak', 'melulu', 'mikir', 'masadepan', 'anaknya', 'ditengah', 'kondsisi', 'ekonominya']",bolehh nih bagus kbykn orang kelas tengah bawah anak melulu mikir masadepan anak tengah kondsisi ekonomi
2025-05-02,15:53:07,teenryu,7,cewe kok gaada padahal semngat banget,cewe kok gaada padahal semngat banget,cewe kok gaada padahal semngat banget,cewek kok padahal semangat banget,"['cewek', 'kok', 'padahal', 'semangat', 'banget']","['cewek', 'semangat', 'banget']",cewek semangat banget
2025-05-04,04:22:19,lyanie.hsieh,7,"Mslhnya Program ini perlu Biaya Besar, Gub yg lain duinya masuk ...",Mslhnya Program ini perlu Biaya Besar Gub yg lain duinya masuk ,mslhnya program ini perlu biaya besar gub yg lain duinya masuk ,masalahnya program ini perlu biaya besar gub yang lain duinya masuk,"['masalahnya', 'program', 'ini', 'perlu', 'biaya', 'besar', 'gub', 'yang', 'lain', 'duinya', 'masuk']","['program', 'biaya', 'gub', 'duinya', 'masuk']",program biaya gub duinya masuk
2025-05-03,13:50:13,ajimin691,7,"ada gunanya juga KDM menyerap ilmu dari Anies
hasilnya sangat bermanfaat dan banyak dipuji orang","ada gunanya juga KDM menyerap ilmu dari Anies
hasilnya sangat bermanfaat dan banyak dipuji orang","ada gunanya juga kdm menyerap ilmu dari anies
hasilnya sangat bermanfaat dan banyak dipuji orang",ada gunanya juga kdm menyerap ilmu dari anies hasilnya sangat bermanfaat dan banyak dipuji orang,"['ada', 'gunanya', 'juga', 'kdm', 'menyerap', 'ilmu', 'dari', 'anies', 'hasilnya', 'sangat', 'bermanfaat', 'dan', 'banyak', 'dipuji', 'orang']","['gunanya', 'kdm', 'menyerap', 'ilmu', 'anies', 'hasilnya', 'bermanfaat', 'dipuji', 'orang']",guna kdm serap ilmu anies hasil manfaat puji orang
2025-05-15,23:36:07,keylaaya0,3,setujuuu,setujuuu,setujuuu,setuju,['setuju'],['setuju'],tuju
2025-05-15,14:48:53,azka.pratama78,2,setuju banget,setuju banget,setuju banget,setuju banget,"['setuju', 'banget']","['setuju', 'banget']",tuju banget
2025-05-15,13:46:54,alfiemikaelson,1,kmi sni ada PLKN😏,kmi sni ada PLKN,kmi sni ada plkn,kami sni ada plkn,"['kami', 'sni', 'ada', 'plkn']","['sni', 'plkn']",sni plkn
2025-05-16,04:00:45,bundanyamei07,1,setuju,setuju,setuju,setuju,['setuju'],['setuju'],tuju
2025-05-16,04:53:13,user6615915762945,1,sangat setuju banget👍👍👍,sangat setuju banget,sangat setuju banget,sangat setuju banget,"['sangat', 'setuju', 'banget']","['setuju', 'banget']",tuju banget
2025-05-16,07:39:25,arismadiansyah7,1,𝐾𝑙𝑜 𝑠𝑦𝑎 𝑠𝑒𝑡𝑢𝑢𝑢𝑢𝑢𝑢𝑗𝑢 𝑏𝑎𝑛𝑔𝑒𝑡👍👍👍👍👍,   ,   ,,[],[],
2025-05-16,07:05:14,humairacahya04,1,Medan buat gni juga biar gak ada anak tawuran.. terus biar ku dftar kn adx sepupuku yang kelakuannya astaghfirullah bnget,Medan buat gni juga biar gak ada anak tawuran terus biar ku dftar kn adx sepupuku yang kelakuannya astaghfirullah bnget,medan buat gni juga biar gak ada anak tawuran terus biar ku dftar kn adx sepupuku yang kelakuannya astaghfirullah bnget,medan buat begini juga biar tidak ada anak tawuran terus biar ku dftar kan adx sepupuku yang kelakuannya astaghfirullah banget,"['medan', 'buat', 'begini', 'juga', 'biar', 'tidak', 'ada', 'anak', 'tawuran', 'terus', 'biar', 'ku', 'dftar', 'kan', 'adx', 'sepupuku', 'yang', 'kelakuannya', 'astaghfirullah', 'banget']","['medan', 'biar', 'anak', 'tawuran', 'biar', 'ku', 'dftar', 'adx', 'sepupuku', 'kelakuannya', 'astaghfirullah', 'banget']",medan biar anak tawur biar ku dftar adx sepupu laku astaghfirullah banget
2025-05-15,10:54:46,keto_rame_muda,0,udah dipantau bapak presiden,udah dipantau bapak presiden,udah dipantau bapak presiden,sudah dipantau bapak presiden,"['sudah', 'dipantau', 'bapak', 'presiden']","['dipantau', 'presiden']",pantau presiden
2025-05-15,11:06:05,aurens_soon,0,sangat setujulah,sangat setujulah,sangat setujulah,sangat setujulah,"['sangat', 'setujulah']",['setujulah'],tuju
2025-04-02,06:52:12,anisabrandon1,5,Si wowo jd presiden manaaaa?? 😆,Si wowo jd presiden manaaaa ,si wowo jd presiden manaaaa ,sih wowo jadi presiden manaaaa,"['sih', 'wowo', 'jadi', 'presiden', 'manaaaa']","['sih', 'wowo', 'presiden', 'manaaaa']",sih wowo presiden manaaaa
2025-04-24,15:22:27,badut.gabut11,5,ini penggusuran yg d protes dedek duta keadilan itu bukan?,ini penggusuran yg d protes dedek duta keadilan itu bukan,ini penggusuran yg d protes dedek duta keadilan itu bukan,ini penggusuran yang di protes adek duta keadilan itu bukan,"['ini', 'penggusuran', 'yang', 'di', 'protes', 'adek', 'duta', 'keadilan', 'itu', 'bukan']","['penggusuran', 'protes', 'adek', 'duta', 'keadilan']",gusur protes adek duta adil
2025-04-01,23:23:27,wbtak10_,13,"kalau anies dia bangun dulu rusun baru di gusurnya, supaya mereka tidak terlantar dan itu gratis, mereka cuma suruh bayar listrik dan air saja",kalau anies dia bangun dulu rusun baru di gusurnya supaya mereka tidak terlantar dan itu gratis mereka cuma suruh bayar listrik dan air saja,kalau anies dia bangun dulu rusun baru di gusurnya supaya mereka tidak terlantar dan itu gratis mereka cuma suruh bayar listrik dan air saja,kalau anies dia bangun dulu rusun baru di gusurnya supaya mereka tidak terlantar dan itu gratis mereka cuma suruh bayar listrik dan air saja,"['kalau', 'anies', 'dia', 'bangun', 'dulu', 'rusun', 'baru', 'di', 'gusurnya', 'supaya', 'mereka', 'tidak', 'terlantar', 'dan', 'itu', 'gratis', 'mereka', 'cuma', 'suruh', 'bayar', 'listrik', 'dan', 'air', 'saja']","['anies', 'bangun', 'rusun', 'gusurnya', 'terlantar', 'gratis', 'suruh', 'bayar', 'listrik', 'air']",anies bangun rusun gusur lantar gratis suruh bayar listrik air
2025-03-25,17:19:25,ita.rosita5883,8,kok blom di bersihkan lumpur' di sisi sungai .... itu blom rapih x yah,kok blom di bersihkan lumpur di sisi sungai  itu blom rapih x yah,kok blom di bersihkan lumpur di sisi sungai  itu blom rapih x yah,kok belum di bersihkan lumpur di sisi sungai itu belum rapi kali ya,"['kok', 'belum', 'di', 'bersihkan', 'lumpur', 'di', 'sisi', 'sungai', 'itu', 'belum', 'rapi', 'kali', 'ya']","['bersihkan', 'lumpur', 'sisi', 'sungai', 'rapi', 'kali', 'ya']",sih lumpur sisi sungai rapi kali ya
2025-03-26,11:11:51,brofadlan.channel,8,kasian warga yg di gusur,kasian warga yg di gusur,kasian warga yg di gusur,kasihan warga yang di gusur,"['kasihan', 'warga', 'yang', 'di', 'gusur']","['kasihan', 'warga', 'gusur']",kasihan warga gusur
2025-05-01,11:14:35,alicechen418,3,ampun tuh sampahnya di pinggiran,ampun tuh sampahnya di pinggiran,ampun tuh sampahnya di pinggiran,ampun tuh sampahnya di pinggiran,"['ampun', 'tuh', 'sampahnya', 'di', 'pinggiran']","['ampun', 'tuh', 'sampahnya', 'pinggiran']",ampun tuh sampah pinggir
2025-05-02,14:30:12,ayra.sherly31,2,baru pak Dedi gubernur yg patut di jadi kn contoh buat gubernur yg lain,baru pak Dedi gubernur yg patut di jadi kn contoh buat gubernur yg lain,baru pak dedi gubernur yg patut di jadi kn contoh buat gubernur yg lain,baru pak dedi gubernur yang patut di jadi kan contoh buat gubernur yang lain,"['baru', 'pak', 'dedi', 'gubernur', 'yang', 'patut', 'di', 'jadi', 'kan', 'contoh', 'buat', 'gubernur', 'yang', 'lain']","['dedi', 'gubernur', 'patut', 'contoh', 'gubernur']",dedi gubernur patut contoh gubernur
2025-04-25,23:39:20,kevinashley53,2,beruntung jabar punya KDM,beruntung jabar punya KDM,beruntung jabar punya kdm,beruntung jabar punya kdm,"['beruntung', 'jabar', 'punya', 'kdm']","['beruntung', 'jabar', 'kdm']",untung jabar kdm
2025-05-01,06:35:35,endangzainatun,2,Dah jelas salah bangunan di bantaran kali itu ilagal knp bisa ada listriknya,Dah jelas salah bangunan di bantaran kali itu ilagal knp bisa ada listriknya,dah jelas salah bangunan di bantaran kali itu ilagal knp bisa ada listriknya,sudah jelas salah bangunan di bantaran kali itu ilagal kenapa bisa ada listriknya,"['sudah', 'jelas', 'salah', 'bangunan', 'di', 'bantaran', 'kali', 'itu', 'ilagal', 'kenapa', 'bisa', 'ada', 'listriknya']","['salah', 'bangunan', 'bantaran', 'kali', 'ilagal', 'listriknya']",salah bangun bantaran kali ilagal listrik
2025-05-12,07:45:02,bu.dede485,2,trimakasih KDM gubernur istimewa 👍,trimakasih KDM gubernur istimewa ,trimakasih kdm gubernur istimewa ,trimakasih kdm gubernur istimewa,"['trimakasih', 'kdm', 'gubernur', 'istimewa']","['trimakasih', 'kdm', 'gubernur', 'istimewa']",trimakasih kdm gubernur istimewa
2025-04-25,12:40:54,padriani123,3,Kayaknya semua pinggir kali ada bangunan liarnya deh....,Kayaknya semua pinggir kali ada bangunan liarnya deh,kayaknya semua pinggir kali ada bangunan liarnya deh,kayaknya semua pinggir kali ada bangunan liarnya deh,"['kayaknya', 'semua', 'pinggir', 'kali', 'ada', 'bangunan', 'liarnya', 'deh']","['kayaknya', 'pinggir', 'kali', 'bangunan', 'liarnya', 'deh']",kayak pinggir kali bangun liar deh
2025-05-01,12:01:28,aureazziea,2,"Keren pak Dedi Mulyadi, semoga makin jaya jaya jaya😭",Keren pak Dedi Mulyadi semoga makin jaya jaya jaya,keren pak dedi mulyadi semoga makin jaya jaya jaya,keren pak dedi mulyadi semoga makin jaya jaya jaya,"['keren', 'pak', 'dedi', 'mulyadi', 'semoga', 'makin', 'jaya', 'jaya', 'jaya']","['keren', 'dedi', 'mulyadi', 'semoga', 'jaya', 'jaya', 'jaya']",keren dedi mulyadi moga jaya jaya jaya
2025-05-01,05:16:25,cemplon20974,4,"gabungkan Ahok plus KDM , pasti top",gabungkan Ahok plus KDM  pasti top,gabungkan ahok plus kdm  pasti top,gabungkan ahok plus kdm pasti top,"['gabungkan', 'ahok', 'plus', 'kdm', 'pasti', 'top']","['gabungkan', 'ahok', 'plus', 'kdm', 'top']",gabung ahok plus kdm top
2025-04-25,02:20:36,umar_15_01_02,2,tukar po' o gubernur jabar ama jatim,tukar po o gubernur jabar ama jatim,tukar po o gubernur jabar ama jatim,tukar po o gubernur jabar sama jatim,"['tukar', 'po', 'o', 'gubernur', 'jabar', 'sama', 'jatim']","['tukar', 'po', 'o', 'gubernur', 'jabar', 'jatim']",tukar po o gubernur jabar jatim
2025-04-28,15:48:15,_simumun_,3,kali : LEGAAA BANGET YAALLAH LEGAAAAAAA,kali  LEGAAA BANGET YAALLAH LEGAAAAAAA,kali  legaaa banget yaallah legaaaaaaa,kali legaaa banget yaallah legaaaaaaa,"['kali', 'legaaa', 'banget', 'yaallah', 'legaaaaaaa']","['kali', 'legaaa', 'banget', 'yaallah', 'legaaaaaaa']",kali legaaa banget yaallah legaaaaaaa
2025-04-25,05:03:46,rizkaharleni,3,Tinggal ditanami Tabebuya warna pink sama putih jadi makin cakep nanti pas mekar 😬,Tinggal ditanami Tabebuya warna pink sama putih jadi makin cakep nanti pas mekar ,tinggal ditanami tabebuya warna pink sama putih jadi makin cakep nanti pas mekar ,tinggal ditanami tabebuya warna pink sama putih jadi makin cakep nanti pas mekar,"['tinggal', 'ditanami', 'tabebuya', 'warna', 'pink', 'sama', 'putih', 'jadi', 'makin', 'cakep', 'nanti', 'pas', 'mekar']","['tinggal', 'ditanami', 'tabebuya', 'warna', 'pink', 'putih', 'cakep', 'pas', 'mekar']",tinggal tanam tabebuya warna pink putih cakep pas mekar
2025-04-24,22:58:56,empuuuuukk,2,lega bgt yak jadinya,lega bgt yak jadinya,lega bgt yak jadinya,lega banget ya jadinya,"['lega', 'banget', 'ya', 'jadinya']","['lega', 'banget', 'ya']",lega banget ya
2025-04-27,01:36:32,cup614,2,itu pinggir sungai lngsung di tembolk,itu pinggir sungai lngsung di tembolk,itu pinggir sungai lngsung di tembolk,itu pinggir sungai langsung di tembolk,"['itu', 'pinggir', 'sungai', 'langsung', 'di', 'tembolk']","['pinggir', 'sungai', 'langsung', 'tembolk']",pinggir sungai langsung tembolk
